OrderID,Date,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice,CouponWasMissing,TotalPrice_Capped,OrderMonth,OrderDayOfWeek,IsWeekend,UsedCoupon,CartConversionRatio,OrderValueCategory,TotalPrice_Log
ORD200281,2023-07-27,C87181,Desk,4,654.79,195 Main St,Cash,Pending,TRK60093390,9,FREESHIP,Referral,2619.16,1,2619.16,7,Thursday,0,0,0.444,High,7.870990663592815
ORD200282,2025-04-22,C30411,Printer,4,637.79,375 Main St,Gift Card,Cancelled,TRK71810536,9,FREESHIP,Google,2551.16,0,2551.16,4,Tuesday,0,1,0.444,High,7.844695338424138
ORD200283,2025-02-28,C39638,Laptop,4,540.33,990 Main St,Cash,Shipped,TRK69745608,6,FREESHIP,Google,2161.32,1,2161.32,2,Friday,0,0,0.667,High,7.678936998347424
ORD200284,2023-02-16,C27203,Laptop,5,208.17,516 Main St,Credit Card,Returned,TRK22023906,6,SAVE10,Facebook,1040.85,0,1040.85,2,Thursday,0,1,0.833,Medium,6.948753258016209
ORD200285,2025-06-10,C67583,Phone,1,338.31,974 Main St,Online,Delivered,TRK93281700,3,FREESHIP,Google,338.31,1,338.31,6,Tuesday,0,0,0.333,Low,5.826914143799146
ORD200286,2025-04-07,C70554,Monitor,3,139.45,187 Main St,Gift Card,Returned,TRK61086952,8,WINTER15,Google,418.35,0,418.35,4,Monday,0,1,0.375,Low,6.0387058934304205
ORD200287,2023-11-24,C70437,Chair,4,655.18,630 Main St,Online,Shipped,TRK26628830,5,FREESHIP,Facebook,2620.72,1,2620.72,11,Friday,0,0,0.8,High,7.871585869910417
ORD200288,2023-03-12,C97643,Laptop,4,512.75,537 Main St,Debit Card,Returned,TRK60831391,8,WINTER15,Google,2051.0,0,2051.0,3,Sunday,1,1,0.5,High,7.62657020629066
ORD200289,2023-07-26,C17136,Chair,4,160.49,333 Main St,Credit Card,Shipped,TRK55362541,8,WINTER15,Referral,641.96,0,641.96,7,Wednesday,0,1,0.5,Medium,6.466082513904463
ORD200290,2023-05-05,C24901,Chair,3,99.9,258 Main St,Cash,Delivered,TRK14029489,8,FREESHIP,Facebook,299.7,0,299.7,5,Friday,0,1,0.375,Low,5.706113089994483
ORD200291,2024-05-12,C61521,Phone,2,345.01,670 Main St,Credit Card,Delivered,TRK93676567,6,FREESHIP,Google,690.02,0,690.02,5,Sunday,1,1,0.333,Medium,6.538168766908871
ORD200292,2025-01-15,C39639,Monitor,1,65.95,185 Main St,Credit Card,Delivered,TRK31042152,5,FREESHIP,Facebook,65.95,1,65.95,1,Wednesday,0,0,0.2,Low,4.203946072137182
ORD200293,2023-02-16,C33220,Tablet,4,463.04,564 Main St,Gift Card,Returned,TRK40450219,9,FREESHIP,Instagram,1852.16,1,1852.16,2,Thursday,0,0,0.444,High,7.5246475690229095
ORD200294,2025-04-01,C65414,Phone,2,297.71,208 Main St,Online,Shipped,TRK67562517,7,SAVE10,Referral,595.42,0,595.42,4,Tuesday,0,1,0.286,Medium,6.39094511686889
ORD200295,2023-01-25,C49009,Printer,5,107.48,278 Main St,Debit Card,Cancelled,TRK46285799,9,FREESHIP,Email,537.4,0,537.4,1,Wednesday,0,1,0.556,Medium,6.288601778330518
ORD200296,2024-06-19,C48453,Desk,5,638.8,434 Main St,Debit Card,Cancelled,TRK52110494,10,WINTER15,Referral,3194.0,0,3194.0,6,Wednesday,0,1,0.5,High,8.069342366811636
ORD200297,2023-02-22,C68078,Desk,2,493.88,252 Main St,Credit Card,Returned,TRK64862812,7,SAVE10,Instagram,987.76,0,987.76,2,Wednesday,0,1,0.286,Medium,6.896451632810745
ORD200298,2023-12-19,C19402,Printer,4,301.17,267 Main St,Online,Cancelled,TRK97825212,6,FREESHIP,Email,1204.68,1,1204.68,12,Tuesday,0,0,0.667,Medium,7.094799002111421
ORD200299,2024-01-20,C30711,Monitor,1,278.66,856 Main St,Gift Card,Cancelled,TRK42696593,2,FREESHIP,Instagram,278.66,0,278.66,1,Saturday,1,1,0.5,Low,5.633574579612705
ORD200300,2024-09-02,C39000,Phone,1,287.46,894 Main St,Debit Card,Returned,TRK33753945,3,FREESHIP,Facebook,287.46,0,287.46,9,Monday,0,1,0.333,Low,5.664556428155364
ORD200301,2023-05-11,C31105,Chair,1,583.99,726 Main St,Cash,Cancelled,TRK40149095,2,SAVE10,Email,583.99,0,583.99,5,Thursday,0,1,0.5,Medium,6.371594753068658
ORD200302,2023-05-16,C29432,Chair,3,468.74,121 Main St,Cash,Pending,TRK44142517,4,FREESHIP,Instagram,1406.22,0,1406.22,5,Tuesday,0,1,0.75,High,7.249371405943157
ORD200303,2024-12-07,C48531,Tablet,1,30.54,368 Main St,Debit Card,Returned,TRK95462192,1,FREESHIP,Google,30.54,1,30.54,12,Saturday,1,0,1.0,Low,3.451256581534892
ORD200304,2024-10-18,C86762,Monitor,5,408.73,326 Main St,Gift Card,Delivered,TRK75686292,10,FREESHIP,Instagram,2043.65,0,2043.65,10,Friday,0,1,0.5,High,7.622981904684962
ORD200305,2023-11-25,C63822,Laptop,4,126.89,235 Main St,Cash,Pending,TRK59353216,9,FREESHIP,Instagram,507.56,0,507.56,11,Saturday,1,1,0.444,Low,6.231583202628153
ORD200306,2024-06-07,C70495,Printer,2,57.07,238 Main St,Debit Card,Returned,TRK65511225,3,SAVE10,Instagram,114.14,0,114.14,6,Friday,0,1,0.667,Low,4.7461487792476635
ORD200307,2023-07-01,C92407,Laptop,3,557.41,135 Main St,Online,Delivered,TRK11755610,4,FREESHIP,Email,1672.23,1,1672.23,7,Saturday,1,0,0.75,High,7.422511169122823
ORD200308,2023-12-11,C75888,Printer,3,448.9,790 Main St,Debit Card,Returned,TRK98467398,7,SAVE10,Instagram,1346.7,0,1346.7,12,Monday,0,1,0.429,High,7.2061547147751135
ORD200309,2023-10-03,C63153,Chair,4,549.76,625 Main St,Debit Card,Delivered,TRK38033305,4,FREESHIP,Facebook,2199.04,0,2199.04,10,Tuesday,0,1,1.0,High,7.696230820999301
ORD200310,2024-02-24,C85863,Printer,3,132.48,968 Main St,Online,Shipped,TRK16094218,4,FREESHIP,Referral,397.4399999999999,1,397.4399999999999,2,Saturday,1,0,0.75,Low,5.987556922276965
ORD200311,2025-05-17,C71698,Desk,5,489.37,274 Main St,Online,Returned,TRK34786818,8,FREESHIP,Instagram,2446.85,1,2446.85,5,Saturday,1,0,0.625,High,7.802965367245053
ORD200312,2025-05-24,C35397,Printer,5,66.31,579 Main St,Gift Card,Pending,TRK64742535,7,FREESHIP,Referral,331.55,0,331.55,5,Saturday,1,1,0.714,Low,5.80679022473043
ORD200313,2023-07-09,C67687,Chair,2,434.3,978 Main St,Cash,Delivered,TRK22838735,7,SAVE10,Instagram,868.6,0,868.6,7,Sunday,1,1,0.286,Medium,6.768033335807
ORD200314,2023-10-04,C29931,Desk,4,153.09,540 Main St,Online,Delivered,TRK48712417,4,FREESHIP,Referral,612.36,0,612.36,10,Wednesday,0,1,1.0,Medium,6.418952039250639
ORD200315,2025-05-12,C59139,Tablet,5,91.67,301 Main St,Online,Cancelled,TRK45507090,9,FREESHIP,Email,458.35,0,458.35,5,Monday,0,1,0.556,Low,6.129812446717476
ORD200316,2023-10-02,C66078,Desk,4,275.28,101 Main St,Gift Card,Shipped,TRK86474559,9,WINTER15,Facebook,1101.12,0,1101.12,10,Monday,0,1,0.444,Medium,7.004990876706416
ORD200317,2023-04-10,C88370,Monitor,2,139.95,339 Main St,Online,Returned,TRK22575151,5,FREESHIP,Instagram,279.9,1,279.9,4,Monday,0,0,0.4,Low,5.637998734110198
ORD200318,2024-07-27,C93375,Chair,3,148.72,317 Main St,Debit Card,Cancelled,TRK95706967,7,SAVE10,Google,446.16,0,446.16,7,Saturday,1,1,0.429,Low,6.102916472402125
ORD200319,2023-12-02,C53049,Laptop,2,563.06,413 Main St,Cash,Returned,TRK48974907,6,FREESHIP,Instagram,1126.12,1,1126.12,12,Saturday,1,0,0.333,Medium,7.027420985745021
ORD200320,2024-12-19,C55590,Printer,1,625.51,772 Main St,Credit Card,Shipped,TRK48792951,1,FREESHIP,Facebook,625.51,0,625.51,12,Thursday,0,1,1.0,Medium,6.440164735900676
ORD200321,2023-08-09,C47086,Phone,4,152.29,135 Main St,Debit Card,Cancelled,TRK44194358,6,WINTER15,Google,609.16,0,609.16,8,Wednesday,0,1,0.667,Medium,6.413721217855983
ORD200322,2024-06-14,C48646,Phone,5,231.82,339 Main St,Debit Card,Delivered,TRK18233748,6,SAVE10,Facebook,1159.1,0,1159.1,6,Friday,0,1,0.833,Medium,7.056261487281361
ORD200323,2025-01-26,C29416,Laptop,1,150.17,414 Main St,Debit Card,Returned,TRK63820842,1,SAVE10,Referral,150.17,0,150.17,1,Sunday,1,1,1.0,Low,5.018405031360617
ORD200324,2024-06-13,C13525,Tablet,3,70.93,847 Main St,Debit Card,Returned,TRK70193221,5,FREESHIP,Referral,212.79,1,212.79,6,Thursday,0,0,0.6,Low,5.364994224812317
ORD200325,2023-06-29,C53545,Desk,3,361.39,665 Main St,Credit Card,Shipped,TRK61123177,8,FREESHIP,Referral,1084.17,1,1084.17,6,Thursday,0,0,0.375,Medium,6.9894919357288625
ORD200326,2024-07-01,C65986,Laptop,5,670.48,273 Main St,Gift Card,Returned,TRK98353867,5,SAVE10,Facebook,3352.4,0,3330.4075,7,Monday,0,1,1.0,High,8.111150166346231
ORD200327,2023-07-25,C17302,Phone,1,359.99,385 Main St,Gift Card,Cancelled,TRK43940016,5,SAVE10,Email,359.99,0,359.99,7,Tuesday,0,1,0.2,Low,5.888850257118181
ORD200328,2023-02-28,C18404,Tablet,5,674.04,546 Main St,Online,Cancelled,TRK89401624,7,SAVE10,Google,3370.2,0,3330.4075,2,Tuesday,0,1,0.714,High,8.111150166346231
ORD200329,2024-12-25,C88371,Chair,4,283.16,306 Main St,Credit Card,Shipped,TRK63224811,6,FREESHIP,Google,1132.64,1,1132.64,12,Wednesday,0,0,0.667,Medium,7.033188973569043
ORD200330,2024-06-02,C38068,Desk,5,260.53,532 Main St,Gift Card,Pending,TRK54059198,5,SAVE10,Instagram,1302.65,0,1302.65,6,Sunday,1,1,1.0,High,7.172923301551579
ORD200331,2023-04-15,C78724,Printer,3,422.13,187 Main St,Online,Delivered,TRK25703134,7,SAVE10,Facebook,1266.39,0,1266.39,4,Saturday,1,1,0.429,Medium,7.144714946689439
ORD200332,2024-07-03,C26163,Desk,5,125.02,607 Main St,Debit Card,Pending,TRK67499316,9,SAVE10,Google,625.1,0,625.1,7,Wednesday,0,1,0.556,Medium,6.439510102751265
ORD200333,2024-04-16,C87124,Phone,1,198.51,818 Main St,Credit Card,Returned,TRK52086740,5,WINTER15,Instagram,198.51,0,198.51,4,Tuesday,0,1,0.2,Low,5.29586436038697
ORD200334,2024-03-26,C90348,Chair,4,224.75,728 Main St,Online,Delivered,TRK20635777,7,WINTER15,Facebook,899.0,0,899.0,3,Tuesday,0,1,0.571,Medium,6.802394763324311
ORD200335,2025-03-03,C58721,Tablet,3,205.86,978 Main St,Gift Card,Shipped,TRK34801199,4,FREESHIP,Email,617.58,1,617.58,3,Monday,0,0,0.75,Medium,6.427426528658151
ORD200336,2023-12-29,C88174,Laptop,1,18.2,441 Main St,Debit Card,Pending,TRK10143345,4,SAVE10,Instagram,18.2,0,18.2,12,Friday,0,1,0.25,Low,2.954910279033736
ORD200337,2023-05-29,C77763,Tablet,3,502.77,599 Main St,Debit Card,Returned,TRK66980447,8,WINTER15,Email,1508.31,0,1508.31,5,Monday,0,1,0.375,High,7.319407871731454
ORD200338,2023-11-08,C53627,Phone,5,305.49,704 Main St,Debit Card,Shipped,TRK64112352,10,FREESHIP,Referral,1527.45,1,1527.45,11,Wednesday,0,0,0.5,High,7.332009428986884
ORD200339,2024-04-10,C84563,Printer,2,236.33,398 Main St,Online,Pending,TRK62422797,3,SAVE10,Instagram,472.66,0,472.66,4,Wednesday,0,1,0.667,Low,6.160489764734588
ORD200340,2023-04-23,C76207,Laptop,5,521.25,826 Main St,Cash,Cancelled,TRK25569378,8,FREESHIP,Email,2606.25,1,2606.25,4,Sunday,1,0,0.625,High,7.8660513050013225
ORD200341,2024-09-23,C94671,Tablet,1,167.15,293 Main St,Gift Card,Shipped,TRK61357272,5,WINTER15,Email,167.15,0,167.15,9,Monday,0,1,0.2,Low,5.124856438186279
ORD200342,2025-06-24,C69994,Monitor,5,466.42,619 Main St,Gift Card,Returned,TRK95935805,5,FREESHIP,Referral,2332.1,1,2332.1,6,Tuesday,0,0,1.0,High,7.754953134369007
ORD200343,2023-02-26,C64638,Printer,1,527.57,919 Main St,Debit Card,Pending,TRK64087938,3,FREESHIP,Facebook,527.57,0,527.57,2,Sunday,1,1,0.333,Medium,6.2701752468706475
ORD200344,2025-03-06,C95623,Tablet,3,623.34,248 Main St,Online,Cancelled,TRK67558189,3,SAVE10,Instagram,1870.02,0,1870.02,3,Thursday,0,1,1.0,High,7.534239015687829
ORD200345,2023-12-07,C24751,Tablet,5,501.26,259 Main St,Gift Card,Shipped,TRK37285406,10,FREESHIP,Referral,2506.3,0,2506.3,12,Thursday,0,1,0.5,High,7.826961755937189
ORD200346,2024-12-06,C31764,Tablet,1,655.09,876 Main St,Cash,Pending,TRK44680433,6,FREESHIP,Referral,655.09,1,655.09,12,Friday,0,0,0.167,Medium,6.48629797465565
ORD200347,2024-02-03,C83556,Printer,4,264.79,380 Main St,Credit Card,Pending,TRK21109187,5,SAVE10,Google,1059.16,0,1059.16,2,Saturday,1,1,0.8,Medium,6.966175119111531
ORD200348,2024-03-13,C24369,Laptop,3,359.73,885 Main St,Debit Card,Returned,TRK72633998,7,FREESHIP,Email,1079.19,0,1079.19,3,Wednesday,0,1,0.429,Medium,6.984892230571041
ORD200349,2023-11-30,C39648,Chair,1,465.33,824 Main St,Gift Card,Delivered,TRK56016905,2,FREESHIP,Google,465.33,0,465.33,11,Thursday,0,1,0.5,Low,6.144893538008994
ORD200350,2023-06-03,C13296,Chair,2,54.41,495 Main St,Online,Shipped,TRK60127216,6,FREESHIP,Instagram,108.82,1,108.82,6,Saturday,1,0,0.333,Low,4.698842661850726
ORD200351,2025-02-15,C94248,Laptop,1,64.66,494 Main St,Debit Card,Delivered,TRK89406816,4,FREESHIP,Instagram,64.66,1,64.66,2,Saturday,1,0,0.25,Low,4.184489912073446
ORD200352,2023-08-31,C26637,Chair,5,173.96,995 Main St,Debit Card,Pending,TRK59546992,8,WINTER15,Instagram,869.8000000000001,0,869.8000000000001,8,Thursday,0,1,0.625,Medium,6.769412329360392
ORD200353,2025-03-28,C16012,Tablet,1,630.82,171 Main St,Online,Delivered,TRK15195225,5,FREESHIP,Google,630.82,0,630.82,3,Friday,0,1,0.2,Medium,6.448604543454168
ORD200354,2023-07-11,C31772,Phone,1,693.41,992 Main St,Debit Card,Shipped,TRK11970357,4,FREESHIP,Instagram,693.41,1,693.41,7,Tuesday,0,0,0.25,Medium,6.543062564164107
ORD200355,2025-06-03,C18353,Tablet,3,433.33,677 Main St,Credit Card,Cancelled,TRK78766533,4,FREESHIP,Referral,1299.99,0,1299.99,6,Tuesday,0,1,0.75,High,7.170880792087884
ORD200356,2023-05-06,C26966,Printer,5,374.58,907 Main St,Gift Card,Cancelled,TRK83889574,10,FREESHIP,Instagram,1872.9,0,1872.9,5,Saturday,1,1,0.5,High,7.53577709958162
ORD200357,2023-07-08,C74982,Laptop,5,408.56,398 Main St,Debit Card,Delivered,TRK98700702,8,FREESHIP,Instagram,2042.8,0,2042.8,7,Saturday,1,1,0.625,High,7.622566099178108
ORD200358,2024-04-07,C70633,Tablet,2,183.67,747 Main St,Online,Cancelled,TRK82540521,3,SAVE10,Google,367.34,0,367.34,4,Sunday,1,1,0.667,Low,5.90900642466746
ORD200359,2023-06-09,C95643,Desk,4,606.57,303 Main St,Debit Card,Delivered,TRK23286689,5,WINTER15,Referral,2426.28,0,2426.28,6,Friday,0,1,0.8,High,7.794526567840164
ORD200360,2024-06-06,C53810,Phone,4,589.57,779 Main St,Cash,Pending,TRK34630612,8,FREESHIP,Instagram,2358.28,1,2358.28,6,Thursday,0,0,0.5,High,7.766111766726074
ORD200361,2024-06-29,C53464,Printer,5,659.85,197 Main St,Credit Card,Delivered,TRK32743531,9,SAVE10,Facebook,3299.25,0,3299.25,6,Saturday,1,1,0.556,High,8.10175350216087
ORD200362,2023-06-27,C53697,Monitor,4,206.84,312 Main St,Cash,Cancelled,TRK60476656,5,WINTER15,Instagram,827.36,0,827.36,6,Tuesday,0,1,0.8,Medium,6.719447842503384
ORD200363,2024-05-24,C31668,Laptop,5,113.87,871 Main St,Credit Card,Pending,TRK42584392,6,SAVE10,Email,569.35,0,569.35,5,Friday,0,1,0.833,Medium,6.346250207473907
ORD200364,2023-11-24,C85282,Phone,5,628.74,740 Main St,Cash,Cancelled,TRK86767206,9,FREESHIP,Facebook,3143.7,0,3143.7,11,Friday,0,1,0.556,High,8.053473775077519
ORD200365,2025-02-14,C56796,Phone,1,678.38,607 Main St,Credit Card,Cancelled,TRK74263180,4,SAVE10,Referral,678.38,0,678.38,2,Friday,0,1,0.25,Medium,6.521180617554003
ORD200366,2023-02-10,C95213,Printer,3,602.24,603 Main St,Debit Card,Pending,TRK40630538,8,FREESHIP,Referral,1806.72,1,1806.72,2,Friday,0,0,0.375,High,7.499821661702313
ORD200367,2024-04-25,C13108,Laptop,5,658.77,712 Main St,Gift Card,Pending,TRK82284400,10,FREESHIP,Instagram,3293.85,0,3293.85,4,Thursday,0,1,0.5,High,8.100115922379896
ORD200368,2023-05-01,C85322,Monitor,3,271.02,403 Main St,Credit Card,Cancelled,TRK89728869,6,FREESHIP,Google,813.06,1,813.06,5,Monday,0,0,0.5,Medium,6.702034073359797
ORD200369,2024-12-22,C43545,Monitor,5,375.25,216 Main St,Gift Card,Pending,TRK73937402,9,SAVE10,Email,1876.25,0,1876.25,12,Sunday,1,1,0.556,High,7.537563218979994
ORD200370,2025-05-03,C80649,Phone,1,312.11,870 Main St,Online,Cancelled,TRK41143313,4,WINTER15,Facebook,312.11,0,312.11,5,Saturday,1,1,0.25,Low,5.74655456650007
ORD200371,2023-01-05,C59752,Phone,5,307.76,179 Main St,Gift Card,Pending,TRK82229639,9,FREESHIP,Google,1538.8,0,1538.8,1,Thursday,0,1,0.556,High,7.339407816843949
ORD200372,2025-02-14,C53645,Chair,3,483.53,166 Main St,Cash,Returned,TRK12123939,4,FREESHIP,Referral,1450.59,1,1450.59,2,Friday,0,0,0.75,High,7.280414786365062
ORD200373,2023-01-02,C60178,Laptop,3,341.15,969 Main St,Cash,Pending,TRK84505143,4,FREESHIP,Instagram,1023.45,0,1023.45,1,Monday,0,1,0.75,Medium,6.931911162193209
ORD200374,2024-09-16,C20286,Monitor,1,571.9,129 Main St,Gift Card,Pending,TRK67648338,1,WINTER15,Instagram,571.9,0,571.9,9,Monday,0,1,1.0,Medium,6.350711181414532
ORD200375,2025-01-16,C87547,Monitor,4,95.03,400 Main St,Online,Shipped,TRK71027262,8,FREESHIP,Facebook,380.12,0,380.12,1,Thursday,0,1,0.5,Low,5.943114286166935
ORD200376,2023-08-24,C64549,Monitor,5,201.22,341 Main St,Debit Card,Pending,TRK20788231,6,FREESHIP,Facebook,1006.1,0,1006.1,8,Thursday,0,1,0.833,Medium,6.914830192654099
ORD200377,2024-07-22,C24884,Monitor,1,260.26,625 Main St,Online,Pending,TRK44538419,5,WINTER15,Instagram,260.26,0,260.26,7,Monday,0,1,0.2,Low,5.565516080058417
ORD200378,2024-02-01,C62666,Chair,5,64.5,148 Main St,Credit Card,Pending,TRK91029390,8,WINTER15,Instagram,322.5,0,322.5,2,Thursday,0,1,0.625,Low,5.7791991139409555
ORD200379,2024-09-21,C47284,Phone,3,297.67,500 Main St,Online,Shipped,TRK85756094,6,FREESHIP,Google,893.01,1,893.01,9,Saturday,1,0,0.5,Medium,6.795716960793282
ORD200380,2024-04-20,C35355,Printer,4,331.9,127 Main St,Cash,Pending,TRK52935059,5,SAVE10,Instagram,1327.6,0,1327.6,4,Saturday,1,1,0.8,High,7.191881035231141
ORD200381,2023-06-07,C29467,Chair,1,191.76,223 Main St,Credit Card,Returned,TRK98103385,1,FREESHIP,Instagram,191.76,0,191.76,6,Wednesday,0,1,1.0,Low,5.261445891772132
ORD200382,2025-01-30,C26718,Printer,4,263.09,272 Main St,Debit Card,Shipped,TRK91702525,8,SAVE10,Google,1052.36,0,1052.36,1,Thursday,0,1,0.5,Medium,6.959740334048088
ORD200383,2023-01-20,C18944,Chair,4,393.8,837 Main St,Credit Card,Pending,TRK45275439,7,SAVE10,Email,1575.2,0,1575.2,1,Friday,0,1,0.571,High,7.362772165919549
ORD200384,2024-11-24,C35628,Chair,3,553.57,147 Main St,Credit Card,Returned,TRK45688220,4,FREESHIP,Facebook,1660.71,0,1660.71,11,Sunday,1,1,0.75,High,7.415602471622502
ORD200385,2023-10-31,C56851,Chair,5,191.63,752 Main St,Gift Card,Delivered,TRK65290904,6,FREESHIP,Facebook,958.15,0,958.15,10,Tuesday,0,1,0.833,Medium,6.866047475582347
ORD200386,2023-04-28,C12421,Tablet,1,93.02,373 Main St,Online,Returned,TRK32588504,4,FREESHIP,Email,93.02,1,93.02,4,Friday,0,0,0.25,Low,4.5435075255959845
ORD200387,2024-06-27,C25316,Printer,2,39.53,904 Main St,Credit Card,Shipped,TRK55423551,3,WINTER15,Google,79.06,0,79.06,6,Thursday,0,1,0.667,Low,4.382776353564427
ORD200388,2023-12-28,C22657,Printer,3,633.97,152 Main St,Cash,Pending,TRK49157047,7,WINTER15,Facebook,1901.91,0,1901.91,12,Thursday,0,1,0.429,High,7.551139572431049
ORD200389,2023-12-17,C29703,Desk,4,697.5,558 Main St,Cash,Shipped,TRK40543461,7,FREESHIP,Referral,2790.0,0,2790.0,12,Sunday,1,1,0.571,High,7.934155233536322
ORD200390,2023-07-14,C55996,Printer,5,508.69,885 Main St,Cash,Delivered,TRK30547638,10,FREESHIP,Google,2543.45,0,2543.45,7,Friday,0,1,0.5,High,7.841669795609842
ORD200391,2025-01-16,C60037,Laptop,2,527.46,516 Main St,Debit Card,Cancelled,TRK82009557,3,FREESHIP,Referral,1054.92,0,1054.92,1,Thursday,0,1,0.667,Medium,6.9621677038206995
ORD200392,2024-02-28,C95100,Phone,1,627.2,197 Main St,Online,Delivered,TRK47366265,1,WINTER15,Email,627.2,0,627.2,2,Wednesday,0,1,1.0,Medium,6.4428585871045465
ORD200393,2024-07-14,C39906,Printer,1,75.01,921 Main St,Credit Card,Returned,TRK24632134,3,FREESHIP,Google,75.01,1,75.01,7,Sunday,1,0,0.333,Low,4.330864910577949
ORD200394,2023-07-05,C70148,Desk,5,529.55,359 Main St,Gift Card,Shipped,TRK34848650,10,FREESHIP,Facebook,2647.75,1,2647.75,7,Wednesday,0,0,0.5,High,7.881843109582509
ORD200395,2025-04-25,C30010,Phone,3,127.41,830 Main St,Gift Card,Delivered,TRK35386084,7,SAVE10,Referral,382.23,0,382.23,4,Friday,0,1,0.429,Low,5.948635331132561
ORD200396,2023-12-01,C99217,Tablet,5,287.13,778 Main St,Online,Shipped,TRK82004594,10,SAVE10,Email,1435.65,0,1435.65,12,Friday,0,1,0.5,High,7.270069293434318
ORD200397,2023-09-28,C30184,Monitor,1,427.06,987 Main St,Online,Cancelled,TRK86674704,1,WINTER15,Referral,427.06,0,427.06,9,Thursday,0,1,1.0,Low,6.059263372672417
ORD200398,2024-09-04,C50275,Phone,5,53.93,729 Main St,Gift Card,Shipped,TRK98925264,7,SAVE10,Instagram,269.65,0,269.65,9,Wednesday,0,1,0.714,Low,5.600826473242987
ORD200399,2024-01-07,C64641,Tablet,5,423.93,319 Main St,Debit Card,Returned,TRK32012588,5,FREESHIP,Facebook,2119.65,0,2119.65,1,Sunday,1,1,1.0,High,7.659477924446311
ORD200400,2024-09-28,C56266,Desk,4,160.22,304 Main St,Debit Card,Returned,TRK60088901,9,WINTER15,Instagram,640.88,0,640.88,9,Saturday,1,1,0.444,Medium,6.464401370331159
ORD200401,2025-04-09,C98635,Printer,1,538.68,197 Main St,Debit Card,Returned,TRK14225465,6,FREESHIP,Referral,538.68,1,538.68,4,Wednesday,0,0,0.167,Medium,6.29097637131334
ORD200402,2023-04-09,C83026,Printer,5,337.38,858 Main St,Gift Card,Shipped,TRK79746259,5,FREESHIP,Referral,1686.9,1,1686.9,4,Sunday,1,0,1.0,High,7.431240431694882
ORD200403,2024-11-10,C28893,Tablet,1,620.21,740 Main St,Online,Returned,TRK98333066,1,FREESHIP,Referral,620.21,0,620.21,11,Sunday,1,1,1.0,Medium,6.4316691890200435
ORD200404,2023-03-09,C45482,Monitor,2,99.1,440 Main St,Cash,Delivered,TRK54571699,6,FREESHIP,Instagram,198.2,1,198.2,3,Thursday,0,0,0.333,Low,5.294309345150498
ORD200405,2025-01-26,C97774,Monitor,4,451.97,603 Main St,Online,Cancelled,TRK64664424,7,WINTER15,Email,1807.88,0,1807.88,1,Sunday,1,1,0.571,High,7.500463148203324
ORD200406,2023-12-10,C11657,Tablet,4,66.1,572 Main St,Cash,Returned,TRK50284486,9,WINTER15,Google,264.4,0,264.4,12,Sunday,1,1,0.444,Low,5.581238121898107
ORD200407,2023-08-13,C85993,Tablet,4,547.32,250 Main St,Cash,Returned,TRK72547640,8,FREESHIP,Instagram,2189.28,0,2189.28,8,Sunday,1,1,0.5,High,7.691784668519214
ORD200408,2025-01-01,C11906,Printer,3,412.53,536 Main St,Online,Pending,TRK31140158,6,WINTER15,Google,1237.59,0,1237.59,1,Wednesday,0,1,0.5,Medium,7.121728914839849
ORD200409,2023-06-28,C45187,Desk,5,84.13,767 Main St,Online,Delivered,TRK12320793,9,SAVE10,Google,420.65,0,420.65,6,Wednesday,0,1,0.556,Low,6.044175586020651
ORD200410,2024-01-18,C37375,Tablet,2,518.23,184 Main St,Debit Card,Shipped,TRK52470162,5,FREESHIP,Email,1036.46,1,1036.46,1,Thursday,0,0,0.4,Medium,6.944530697144753
ORD200411,2024-06-19,C66567,Desk,2,39.51,981 Main St,Online,Shipped,TRK21174822,5,FREESHIP,Facebook,79.02,1,79.02,6,Wednesday,0,0,0.4,Low,4.382276603429089
ORD200412,2025-04-11,C42451,Tablet,5,133.01,246 Main St,Credit Card,Returned,TRK31313343,10,FREESHIP,Facebook,665.05,1,665.05,4,Friday,0,0,0.5,Medium,6.501364742797472
ORD200413,2023-10-08,C13923,Tablet,1,118.8,123 Main St,Online,Delivered,TRK87598790,6,SAVE10,Email,118.8,0,118.8,10,Sunday,1,1,0.167,Low,4.785823685681349
ORD200414,2025-05-04,C11829,Desk,2,139.57,797 Main St,Cash,Delivered,TRK84229257,4,WINTER15,Facebook,279.14,0,279.14,5,Sunday,1,1,0.5,Low,5.6352894782109
ORD200415,2025-04-06,C62169,Chair,1,184.15,655 Main St,Gift Card,Shipped,TRK64558985,5,FREESHIP,Facebook,184.15,0,184.15,4,Sunday,1,1,0.2,Low,5.2211663073596215
ORD200416,2023-07-18,C20881,Laptop,2,644.05,652 Main St,Gift Card,Cancelled,TRK26263902,5,WINTER15,Referral,1288.1,0,1288.1,7,Tuesday,0,1,0.4,High,7.161699579449059
ORD200417,2023-10-24,C44492,Laptop,5,55.41,954 Main St,Online,Cancelled,TRK51429869,5,FREESHIP,Google,277.05,1,277.05,10,Tuesday,0,0,1.0,Low,5.627800953633573
ORD200418,2023-01-11,C74169,Printer,1,310.93,862 Main St,Online,Cancelled,TRK66144809,3,FREESHIP,Facebook,310.93,1,310.93,1,Wednesday,0,0,0.333,Low,5.742778803662883
